TeamId,TeamName,SubmissionDate,Score
121525,mglissmann,"2014-10-16 00:17:03",0.77033
120177,gregchase,"2014-10-16 01:29:24",0.76555
121525,mglissmann,"2014-10-16 06:50:39",0.77990
121525,mglissmann,"2014-10-19 22:42:29",0.78468
120177,gregchase,"2014-10-27 22:19:14",0.77990
120177,gregchase,"2014-10-30 01:50:31",0.78468
120177,gregchase,"2014-11-04 03:04:36",0.79425
120177,gregchase,"2014-11-05 03:42:38",0.81339
127721,"Riley Dallas","2014-11-23 19:43:08",0.62679
127721,"Riley Dallas","2014-11-23 20:02:32",0.76555
127721,"Riley Dallas","2014-11-23 20:35:49",0.78468
127721,"Riley Dallas","2014-11-24 05:02:08",0.80861
131070,"sumit roy","2014-12-10 20:44:21",0.51674
131070,"sumit roy","2014-12-10 20:49:58",0.62679
131070,"sumit roy","2014-12-11 05:43:10",0.78468
137838,Canopvs,"2015-01-09 16:03:25",0.76555
142728,"Inigo Sanchez","2015-02-01 11:29:22",0.76555
142728,"Inigo Sanchez","2015-02-01 12:24:01",0.77990
162661,"Damien Rogers","2015-04-03 11:00:01",0.62200
162661,"Damien Rogers","2015-04-03 11:13:59",0.76555
177950,AirMrBiscuit,"2015-05-04 19:32:16",0.62679
177950,AirMrBiscuit,"2015-05-04 19:45:24",0.76555
177950,AirMrBiscuit,"2015-05-05 19:58:21",0.77990
177950,AirMrBiscuit,"2015-05-05 20:20:04",0.78468
181423,jacc,"2015-05-14 04:54:28",0.77990
181423,jacc,"2015-05-15 05:17:24",0.79904
184726,"Dimos Kapetis","2015-05-25 12:31:21",0.76076
186024,"Pavel Paramonov","2015-05-29 14:30:58",0.76555
186024,"Pavel Paramonov","2015-06-04 13:04:59",0.77990
188020,akshikaakalanka,"2015-06-05 10:45:47",0.62679
188020,akshikaakalanka,"2015-06-09 09:18:37",0.76555
188020,akshikaakalanka,"2015-06-09 18:21:20",0.77990
188020,akshikaakalanka,"2015-06-15 15:59:03",0.78468
193254,Patanjali,"2015-06-27 19:16:49",0.62679
193254,Patanjali,"2015-06-27 19:33:25",0.76555
193401,xw.c,"2015-06-28 18:48:14",0.76555
193254,Patanjali,"2015-07-02 15:51:58",0.77990
193254,Patanjali,"2015-07-02 16:04:46",0.78468
193254,Patanjali,"2015-07-02 19:42:35",0.79904
193254,Patanjali,"2015-07-02 19:55:58",0.80382
193254,Patanjali,"2015-07-03 13:07:55",0.80861
196207,"Weslley Moura","2015-07-05 13:54:19",0.65071
196207,"Weslley Moura","2015-07-05 18:10:18",0.67464
196262,"FSBDS Johnny","2015-07-05 18:58:32",0.72248
196270,"Mathematical Seer","2015-07-05 19:37:10",0.80382
196207,"Weslley Moura","2015-07-05 23:50:49",0.69856
196207,"Weslley Moura","2015-07-05 23:59:23",0.75598
196207,"Weslley Moura","2015-07-06 00:03:29",0.76555
196207,"Weslley Moura","2015-07-06 00:06:38",0.77511
196270,"Mathematical Seer","2015-07-06 10:08:09",0.81339
196207,"Weslley Moura","2015-07-06 23:39:29",0.78947
196262,"FSBDS Johnny","2015-07-12 10:47:52",0.76555
198633,oussama,"2015-07-13 14:49:29",0.66028
198633,oussama,"2015-07-13 18:43:11",0.75598
196270,"Mathematical Seer","2015-07-16 14:02:43",0.81818
198633,oussama,"2015-07-19 17:02:08",0.76076
196262,"FSBDS Johnny","2015-07-21 12:45:05",0.79425
202761,"Vlod Sofinskyy","2015-07-24 09:59:54",0.77990
196207,"Weslley Moura","2015-07-25 01:58:47",0.79425
196262,"FSBDS Johnny","2015-07-28 15:24:35",0.80382
205016,"Luis Gustavo","2015-07-31 14:08:12",0.75119
184726,"Dimos Kapetis","2015-08-31 15:16:36",0.81818
213288,"Cindy Desmarais","2015-09-01 19:28:09",0.76555
213288,"Cindy Desmarais","2015-09-01 21:59:53",0.78468
213288,"Cindy Desmarais","2015-09-02 00:15:38",0.80382
214589,rutvijb10,"2015-09-04 07:24:10",0.62679
214589,rutvijb10,"2015-09-04 08:26:10",0.77990
214589,rutvijb10,"2015-09-04 17:39:22",0.79425
214589,rutvijb10,"2015-09-04 18:13:46",0.79904
214589,rutvijb10,"2015-09-06 16:30:29",0.81339
217075,MarkChatters,"2015-09-13 05:44:26",0.73684
217075,MarkChatters,"2015-09-13 05:56:17",0.74641
205266,danielhsu,"2015-09-21 09:30:09",0.62679
205266,danielhsu,"2015-09-21 10:05:18",0.76555
207878,A&A,"2015-09-26 20:30:54",0.00000
207878,A&A,"2015-09-26 20:35:47",0.77990
222923,mica14,"2015-10-05 13:53:29",0.78468
222923,mica14,"2015-10-06 14:40:16",0.80382
205016,"Luis Gustavo","2015-10-06 23:37:39",0.76076
205016,"Luis Gustavo","2015-10-07 00:35:07",0.78468
205016,"Luis Gustavo","2015-10-07 01:12:18",0.79904
222923,mica14,"2015-10-11 18:44:37",0.81339
196270,"Mathematical Seer","2015-10-14 07:46:52",0.82296
217075,MarkChatters,"2015-10-22 10:04:47",0.76555
217075,MarkChatters,"2015-10-24 02:51:38",0.77033
233199,nozzzforme,"2015-10-31 19:47:56",0.76555
233199,nozzzforme,"2015-10-31 23:17:38",0.77990
235909,"Bojan Tunguz","2015-11-07 16:54:08",0.76555
235909,"Bojan Tunguz","2015-11-07 17:03:39",0.77033
233199,nozzzforme,"2015-11-21 15:50:21",0.79425
244269,kristeaac,"2015-11-26 20:50:23",0.72248
244269,kristeaac,"2015-11-26 21:58:50",0.75598
244438,baskets2k,"2015-11-27 06:52:33",0.75119
244269,kristeaac,"2015-11-29 20:43:54",0.76555
246500,FlorianDoumenc,"2015-12-01 10:19:47",0.71291
246500,FlorianDoumenc,"2015-12-01 11:14:56",0.79904
254315,dddomiko,"2015-12-16 22:02:02",0.71770
254315,dddomiko,"2015-12-16 22:21:00",0.74162
254315,dddomiko,"2015-12-17 10:25:44",0.77511
254315,dddomiko,"2015-12-17 13:14:25",0.77990
254315,dddomiko,"2015-12-17 13:17:48",0.78947
256728,"Abhishek Padmasale","2015-12-22 08:10:12",0.77511
258412,a12patel,"2015-12-27 23:10:32",0.76555
205016,"Luis Gustavo","2016-01-05 19:16:04",0.81339
263710,"Liliana Badillo","2016-01-14 22:55:29",0.62679
258412,a12patel,"2016-01-18 01:39:34",0.78468
266742,kazu,"2016-01-24 16:17:25",0.73205
266742,kazu,"2016-01-24 16:25:59",0.74641
266742,kazu,"2016-01-24 16:31:39",0.77511
51885,"Garret Vo","2016-01-26 03:10:10",0.75119
205266,danielhsu,"2016-01-27 06:34:24",0.77990
205266,danielhsu,"2016-01-27 06:58:55",0.78468
271429,Cristinuca,"2016-02-05 13:29:10",0.76555
273847,kleinholz,"2016-02-10 01:04:26",0.76555
275974,"Werk it","2016-02-14 17:37:21",0.80382
275974,"Werk it","2016-02-18 04:12:38",0.80861
282944,rise3812,"2016-02-28 03:03:37",0.76555
282944,rise3812,"2016-02-28 05:27:28",0.78468
282944,rise3812,"2016-02-28 10:00:03",0.80382
283287,"Ian Mark ","2016-02-28 12:37:09",0.62679
283287,"Ian Mark ","2016-02-28 12:50:45",0.76555
283287,"Ian Mark ","2016-02-28 13:31:17",0.77990
283287,"Ian Mark ","2016-02-28 14:26:28",0.78468
283795,Edge,"2016-02-29 14:47:32",0.62679
283795,Edge,"2016-02-29 15:16:37",0.76555
283795,Edge,"2016-02-29 15:43:20",0.77990
283795,Edge,"2016-03-01 04:05:31",0.78468
283795,Edge,"2016-03-01 10:00:03",0.79425
283795,Edge,"2016-03-01 12:25:14",0.80861
283795,Edge,"2016-03-01 12:41:29",0.81339
284733,ArunVidya,"2016-03-02 06:36:49",0.78468
289032,LeonardoGarma,"2016-03-09 11:54:40",0.72727
289032,LeonardoGarma,"2016-03-09 13:34:02",0.76076
4981243,DSW-07,"2016-03-19 16:58:25",0.62679
4981243,DSW-07,"2016-03-19 17:11:30",0.76555
295179,Laevatein,"2016-03-21 14:25:58",0.75598
196270,"Mathematical Seer","2016-03-23 12:12:54",0.88516
303333,bobby48,"2016-04-06 22:40:20",0.76555
324290,NewtBeaut,"2016-05-13 17:01:44",0.76555
324290,NewtBeaut,"2016-05-13 18:17:03",0.77990
324425,StreetLamb,"2016-05-14 00:47:16",0.69856
324425,StreetLamb,"2016-05-14 01:31:49",0.75598
324627,"chan 2","2016-05-14 13:31:16",0.62679
324627,"chan 2","2016-05-14 14:48:45",0.76555
324627,"chan 2","2016-05-14 14:51:41",0.77990
324290,NewtBeaut,"2016-05-16 19:12:59",0.79425
327521,"Sukalyan Sen","2016-05-21 13:27:53",0.77990
328294,vinodmohan,"2016-05-23 15:36:25",0.62679
330193,"Daisuke Hashimoto","2016-05-25 21:32:08",0.75119
330193,"Daisuke Hashimoto","2016-05-25 23:49:39",0.76555
330193,"Daisuke Hashimoto","2016-05-26 06:23:12",0.77990
328294,vinodmohan,"2016-05-29 14:15:23",0.76555
333413,WsHu,"2016-06-01 09:37:42",0.69377
217075,MarkChatters,"2016-06-09 07:43:59",0.77511
217075,MarkChatters,"2016-06-09 21:14:12",0.78468
339402,Alys,"2016-06-13 10:09:21",0.72248
341037,JosepeFrancoGerent,"2016-06-16 18:55:31",0.78468
341037,JosepeFrancoGerent,"2016-06-16 19:21:55",0.80382
341571,ChrisWaring,"2016-06-18 18:12:06",0.71770
341571,ChrisWaring,"2016-06-18 18:23:54",0.75598
217075,MarkChatters,"2016-06-19 21:55:25",0.79425
345266,NitiWattanasirichaigoon,"2016-06-29 09:13:32",0.67942
345550,Caue,"2016-06-30 00:58:38",0.76555
345550,Caue,"2016-06-30 11:43:45",0.77511
217075,MarkChatters,"2016-07-12 21:24:19",0.80382
352440,AnandRamanathan,"2016-07-23 14:54:27",0.76555
352440,AnandRamanathan,"2016-07-23 15:27:12",0.77990
352440,AnandRamanathan,"2016-07-23 17:40:52",0.79425
352572,GregoryHao,"2016-07-24 07:37:47",0.76555
352572,GregoryHao,"2016-07-24 08:00:55",0.77990
355304,ahmedf,"2016-07-29 21:39:07",0.75598
355304,ahmedf,"2016-07-29 21:58:23",0.76076
355304,ahmedf,"2016-07-29 22:13:05",0.76555
355304,ahmedf,"2016-07-30 00:53:16",0.77990
162661,"Damien Rogers","2016-07-31 10:43:22",0.79425
353758,MoktarBenSalam,"2016-07-31 14:33:38",0.00000
353758,MoktarBenSalam,"2016-07-31 14:48:22",0.76076
355542,ShubhamChaudhary,"2016-07-31 19:43:10",0.76076
355542,ShubhamChaudhary,"2016-07-31 20:25:10",0.76555
356311,Avnish,"2016-08-02 08:34:25",0.76555
356311,Avnish,"2016-08-02 08:42:31",0.77990
357143,karijin77,"2016-08-04 07:07:34",0.71291
142728,"Inigo Sanchez","2016-08-06 14:44:36",0.78468
357143,karijin77,"2016-08-12 06:00:34",0.72248
357143,karijin77,"2016-08-12 07:03:15",0.75119
357143,karijin77,"2016-08-12 07:29:21",0.77511
359992,MohitGarg,"2016-08-13 11:36:39",0.62679
360620,[NicoleChen]_1082DS@NCCU,"2016-08-16 10:51:13",0.76555
361659,CatherinePhilippou,"2016-08-19 12:50:23",0.62679
361659,CatherinePhilippou,"2016-08-19 13:00:35",0.76555
361659,CatherinePhilippou,"2016-08-19 13:15:54",0.77990
361659,CatherinePhilippou,"2016-08-19 13:35:38",0.78468
361659,CatherinePhilippou,"2016-08-22 11:35:04",0.79425
142728,"Inigo Sanchez","2016-08-23 17:31:18",0.81339
363023,AjaykumarManimala,"2016-08-24 07:54:41",0.76076
327521,"Sukalyan Sen","2016-09-04 14:57:11",0.81339
240784,HiroyukiSHINODA,"2016-09-07 15:28:02",0.76555
370242,TobiasLeong,"2016-09-12 05:46:53",0.62679
240784,HiroyukiSHINODA,"2016-09-23 01:59:20",0.78947
240784,HiroyukiSHINODA,"2016-09-23 11:41:37",0.79904
376903,"Anton Brandl","2016-09-27 20:03:40",0.76555
376903,"Anton Brandl","2016-09-27 20:33:14",0.77990
115014,RReader,"2016-10-01 16:52:54",0.77990
380325,"Janardana Prabu Balakumar","2016-10-05 10:51:33",0.76555
381886,Jj_,"2016-10-08 19:21:32",0.76555
381886,Jj_,"2016-10-09 08:52:29",0.77990
383414,"Rahul Aranha","2016-10-10 20:26:30",0.77990
384529,teo,"2016-10-11 16:20:03",0.76555
385074,"Shailaja Rego","2016-10-12 09:01:49",0.77990
385502,"Rachel 4","2016-10-12 18:35:46",0.68421
357143,karijin77,"2016-10-14 02:40:41",0.78947
385502,"Rachel 4","2016-10-14 04:21:58",0.75119
357143,karijin77,"2016-10-14 04:44:22",0.80382
240784,HiroyukiSHINODA,"2016-10-15 02:44:12",0.80861
385074,"Shailaja Rego","2016-10-19 07:50:56",0.78947
352440,AnandRamanathan,"2016-10-20 07:05:57",0.80382
391275,SubhamoyBhaduri,"2016-10-22 15:53:16",0.76076
391275,SubhamoyBhaduri,"2016-10-22 16:13:36",0.76555
385074,"Shailaja Rego","2016-10-23 12:36:26",0.79425
391275,SubhamoyBhaduri,"2016-10-23 12:46:55",0.78468
391275,SubhamoyBhaduri,"2016-10-23 13:54:15",0.79425
115014,RReader,"2016-11-08 04:09:28",0.78468
406742,[Deleted],"2016-11-15 10:52:51",0.73205
244438,baskets2k,"2016-11-15 23:21:54",0.78468
244438,baskets2k,"2016-11-15 23:40:50",0.80382
407746,"kiki 2","2016-11-16 09:50:41",0.76555
400758,Insp,"2016-11-18 16:00:56",0.62679
115014,RReader,"2016-11-24 00:08:12",0.78947
415778,ewertonsilva,"2016-11-26 19:03:08",0.63636
421120,Asagumo,"2016-12-02 07:04:14",0.74641
421120,Asagumo,"2016-12-02 07:11:30",0.76555
421120,Asagumo,"2016-12-05 03:49:00",0.77990
155230,"Eric Peterson","2016-12-05 10:57:59",0.80382
415778,ewertonsilva,"2016-12-07 12:55:58",0.77511
70836,"Team Aranka","2016-12-12 10:24:56",0.74162
432186,qibai,"2016-12-14 22:28:29",0.60287
432356,ForeverAlonne,"2016-12-15 05:09:45",0.78468
432356,ForeverAlonne,"2016-12-15 06:51:43",0.78947
432356,ForeverAlonne,"2016-12-15 16:56:44",0.80382
433215,JIJOJOSE,"2016-12-16 10:44:43",0.76555
421120,Asagumo,"2016-12-16 13:11:20",0.78468
421120,Asagumo,"2016-12-16 13:17:06",0.79425
421120,Asagumo,"2016-12-16 14:06:09",0.79904
421120,Asagumo,"2016-12-19 09:19:07",0.82296
436209,"Nacho Benito","2016-12-21 13:41:42",0.71291
438146,EvanPeterson,"2016-12-25 07:13:39",0.77033
438272,"Svetlana Bakhtina","2016-12-25 14:28:25",0.73205
442061,Pramanik,"2017-01-03 04:44:53",0.74641
442061,Pramanik,"2017-01-04 05:30:37",0.75119
438272,"Svetlana Bakhtina","2017-01-07 12:43:45",0.75598
438272,"Svetlana Bakhtina","2017-01-07 13:13:36",0.77990
452282,taja,"2017-01-19 12:47:02",0.78468
457944,VovanF98,"2017-01-28 12:02:41",0.56937
457944,VovanF98,"2017-01-28 12:40:19",0.75598
465760,hirohshiono,"2017-02-04 08:34:07",0.71770
409987,vslobo,"2017-02-20 23:43:17",0.62679
409987,vslobo,"2017-02-20 23:57:19",0.76555
409987,vslobo,"2017-02-21 00:28:44",0.77990
39570,Miguel,"2017-02-24 18:13:39",0.79904
409987,vslobo,"2017-02-26 19:42:27",0.78468
409987,vslobo,"2017-02-26 23:22:35",0.79425
409987,vslobo,"2017-02-27 00:57:19",0.79904
484098,YukiYoshida,"2017-02-28 09:32:04",0.61722
484098,YukiYoshida,"2017-02-28 09:41:59",0.72727
484098,YukiYoshida,"2017-02-28 09:48:19",0.73684
509845,YousufMotiwala,"2017-02-28 16:47:48",0.75598
532744,RSESHA,"2017-03-10 23:49:42",0.00000
534769,"Krasi Pask","2017-03-12 06:06:21",0.76555
534769,"Krasi Pask","2017-03-12 11:44:55",0.77990
532744,RSESHA,"2017-03-12 23:30:53",0.76555
532744,RSESHA,"2017-03-12 23:32:29",0.77990
532880,"Felipe Martins dos Santos","2017-03-13 10:45:55",0.39234
534769,"Krasi Pask","2017-03-13 21:46:05",0.78947
369356,"Alveiro Garcia","2017-03-14 00:17:01",0.75119
532880,"Felipe Martins dos Santos","2017-03-14 03:31:47",0.62679
532880,"Felipe Martins dos Santos","2017-03-15 03:21:29",0.75119
534991,caijj,"2017-03-18 15:03:47",0.76555
549425,Olli,"2017-03-21 19:15:49",0.76555
561700,SweeneyLin,"2017-03-22 15:57:10",0.78947
570337,DanielGonzalez,"2017-03-26 14:19:32",0.65071
549425,Olli,"2017-03-26 14:27:42",0.77033
574011,timschutzyang,"2017-03-28 01:53:01",0.76076
581957,gkumar,"2017-03-31 00:27:35",0.74641
581957,gkumar,"2017-03-31 00:48:22",0.77990
581140,Jeremyj,"2017-03-31 16:33:40",0.65550
581140,Jeremyj,"2017-04-02 13:02:33",0.66028
581957,gkumar,"2017-04-04 01:35:51",0.78468
581957,gkumar,"2017-04-04 01:52:05",0.78947
581957,gkumar,"2017-04-04 02:22:05",0.79425
581957,gkumar,"2017-04-04 02:25:05",0.79904
581140,Jeremyj,"2017-04-07 10:43:19",0.78947
436209,"Nacho Benito","2017-04-18 23:15:28",0.77511
558583,OliviaHerself,"2017-04-20 15:57:40",0.75598
614004,"Esperanza Molina","2017-04-22 13:22:28",0.78468
614004,"Esperanza Molina","2017-04-22 14:30:03",0.78947
628875,TommasoMartini,"2017-04-23 17:41:56",0.41148
620867,impulsecorp,"2017-04-23 21:10:31",0.77511
558583,OliviaHerself,"2017-04-24 16:38:58",0.76076
630153,zhuhewen,"2017-04-25 05:18:26",0.76555
611375,"Nicholas Brooks","2017-04-29 09:34:26",0.76555
643086,"Stefano Brunelli","2017-04-30 00:42:30",0.62679
630759,"Guillaume Moisan","2017-05-01 13:10:00",0.76076
630759,"Guillaume Moisan","2017-05-01 14:14:53",0.76555
646433,"Sheng Xue","2017-05-01 20:22:23",0.62679
646433,"Sheng Xue","2017-05-01 20:52:05",0.76555
646433,"Sheng Xue","2017-05-02 11:40:47",0.77990
646433,"Sheng Xue","2017-05-02 12:34:40",0.78468
646433,"Sheng Xue","2017-05-02 21:09:20",0.79425
649232,"Jordhy Fernando","2017-05-03 04:20:01",0.76555
649232,"Jordhy Fernando","2017-05-03 04:35:56",0.77990
646433,"Sheng Xue","2017-05-03 07:03:47",0.81339
630759,"Guillaume Moisan","2017-05-03 21:22:06",0.77990
630759,"Guillaume Moisan","2017-05-04 06:17:11",0.79425
646433,"Sheng Xue","2017-05-04 12:46:01",0.81818
652302,MeetakotiKirankumar,"2017-05-04 14:48:07",0.74641
630759,"Guillaume Moisan","2017-05-04 21:22:52",0.79904
630759,"Guillaume Moisan","2017-05-05 20:55:27",0.80382
611375,"Nicholas Brooks","2017-05-08 08:14:49",0.77033
659205,Radema,"2017-05-08 16:58:29",0.78947
662934,"Bayo Adekanmbi","2017-05-10 14:40:03",0.81339
663358,"Shayne Kang JP","2017-05-10 19:10:10",0.78468
663358,"Shayne Kang JP","2017-05-10 19:23:12",0.78947
611375,"Nicholas Brooks","2017-05-11 13:19:02",0.78947
663358,"Shayne Kang JP","2017-05-12 05:46:35",0.79425
663358,"Shayne Kang JP","2017-05-12 07:14:19",0.79904
662797,psych0,"2017-05-12 12:34:31",0.76555
662797,psych0,"2017-05-12 14:04:43",0.77511
662934,"Bayo Adekanmbi","2017-05-14 12:33:29",0.91866
662934,"Bayo Adekanmbi","2017-05-14 12:42:03",0.92344
663358,"Shayne Kang JP","2017-05-16 12:18:16",0.80861
574011,timschutzyang,"2017-05-23 22:53:19",0.77033
672177,"Sreeni Jilla","2017-05-25 04:20:06",0.76555
672177,"Sreeni Jilla","2017-05-25 07:45:38",0.77990
558583,OliviaHerself,"2017-05-30 08:46:18",0.77990
701135,Himadri,"2017-05-31 02:42:18",0.77033
714458,geomercer,"2017-06-04 00:41:09",0.75119
714458,geomercer,"2017-06-04 05:05:14",0.76555
581957,gkumar,"2017-06-05 22:20:49",0.80861
720238,rosh,"2017-06-06 16:22:02",0.77990
720238,rosh,"2017-06-06 16:23:45",0.79425
720238,rosh,"2017-06-06 16:24:28",0.80382
581957,gkumar,"2017-06-07 23:26:55",0.81339
720367,EmanuelValdez,"2017-06-08 19:01:39",0.74162
720367,EmanuelValdez,"2017-06-08 19:03:51",0.77033
662797,psych0,"2017-06-12 06:38:05",0.78468
733214,SushanGagneja,"2017-06-13 10:57:07",0.76555
737766,"Jakub Kondek","2017-06-20 11:20:46",0.75119
662797,psych0,"2017-06-20 11:35:19",0.78947
662797,psych0,"2017-06-20 12:15:15",0.79425
662797,psych0,"2017-06-22 03:34:19",0.80382
662797,psych0,"2017-06-23 02:04:59",0.80861
751777,GPoint,"2017-06-24 08:40:35",0.74641
630153,zhuhewen,"2017-06-28 05:01:15",0.77033
630153,zhuhewen,"2017-06-28 05:06:00",0.78468
630153,zhuhewen,"2017-06-28 05:15:57",0.78947
753354,"Takumi 3","2017-06-30 09:56:45",0.70334
755404,xiongml81,"2017-06-30 17:54:58",0.76555
256728,"Abhishek Padmasale","2017-07-01 02:57:34",0.78468
404973,yterada,"2017-07-02 04:18:46",0.76555
404973,yterada,"2017-07-02 05:34:45",0.79904
256728,"Abhishek Padmasale","2017-07-02 08:57:20",0.78947
766282,Jenya,"2017-07-02 15:30:17",0.73684
766282,Jenya,"2017-07-02 15:32:57",0.76076
766282,Jenya,"2017-07-02 15:35:50",0.76555
766282,Jenya,"2017-07-02 15:37:45",0.77990
672177,"Sreeni Jilla","2017-07-05 12:29:47",0.78468
753354,"Takumi 3","2017-07-07 02:49:13",0.74641
753354,"Takumi 3","2017-07-07 03:44:57",0.77033
778371,Yousuke123,"2017-07-09 14:28:42",0.62200
778371,Yousuke123,"2017-07-09 15:17:52",0.73684
753354,"Takumi 3","2017-07-11 08:07:04",0.78468
782143,EugeneVerbov,"2017-07-11 12:31:47",0.76555
772706,Takamune,"2017-07-12 15:16:02",0.61722
772706,Takamune,"2017-07-14 13:31:29",0.76555
782143,EugeneVerbov,"2017-07-14 13:47:38",0.77990
772706,Takamune,"2017-07-17 13:39:05",0.78947
822252,scatteredflo,"2017-07-29 09:01:59",0.78947
782143,EugeneVerbov,"2017-07-29 09:32:18",0.78468
782143,EugeneVerbov,"2017-07-29 09:33:20",0.79425
781157,"Justin Coleman ","2017-07-29 17:16:50",0.80382
585769,"Thiago Ribeiro","2017-07-30 00:03:41",0.00000
585769,"Thiago Ribeiro","2017-07-30 02:13:36",0.76555
823658,"TimS 2","2017-07-30 20:11:26",0.78468
823658,"TimS 2","2017-07-30 20:39:54",0.80382
818666,"Samuel Gil","2017-08-04 05:21:39",0.61244
818666,"Samuel Gil","2017-08-04 07:36:58",0.77033
585769,"Thiago Ribeiro","2017-08-05 18:35:56",0.78468
381886,Jj_,"2017-08-06 10:04:46",0.78468
711172,kitada,"2017-08-07 06:05:22",0.60765
711172,kitada,"2017-08-07 07:41:30",0.61244
485912,"Paul-Henri Chabrol","2017-08-07 10:37:16",0.75598
818666,"Samuel Gil","2017-08-07 21:00:16",0.77990
485912,"Paul-Henri Chabrol","2017-08-08 09:54:36",0.76555
818666,"Samuel Gil","2017-08-08 10:20:54",0.78947
485912,"Paul-Henri Chabrol","2017-08-08 20:32:20",0.79425
847220,kentx,"2017-08-10 14:47:42",0.74162
846744,imtechaddict,"2017-08-11 05:51:25",0.66028
846744,imtechaddict,"2017-08-11 08:19:26",0.75119
781157,"Justin Coleman ","2017-08-12 18:58:22",0.80861
838336,"Sean Shahkarami","2017-08-13 19:02:58",0.78468
857126,"Joanna Kois","2017-08-16 07:30:59",0.78468
857126,"Joanna Kois","2017-08-16 08:54:40",0.79425
843358,"Tong 1.0","2017-08-16 20:13:15",0.79425
843358,"Tong 1.0","2017-08-16 20:19:13",0.80382
858585,Rfl2446,"2017-08-18 02:48:53",0.76555
859837,cravingTW,"2017-08-18 12:07:54",0.77033
859837,cravingTW,"2017-08-18 12:50:15",0.77511
862645,shaynekang,"2017-08-19 05:28:05",0.75598
862645,shaynekang,"2017-08-19 08:34:03",0.76555
862645,shaynekang,"2017-08-19 11:46:32",0.78468
862645,shaynekang,"2017-08-19 11:53:26",0.78947
863651,"Jardel Santos","2017-08-19 17:27:13",0.70813
863651,"Jardel Santos","2017-08-19 17:32:54",0.71291
863651,"Jardel Santos","2017-08-19 18:16:22",0.73684
861004,neg0000273,"2017-08-19 21:09:57",0.63636
861004,neg0000273,"2017-08-19 21:25:21",0.66028
863651,"Jardel Santos","2017-08-19 22:31:02",0.74641
863651,"Jardel Santos","2017-08-20 04:17:15",0.75119
776634,currypurin,"2017-08-20 06:33:49",0.72248
863004,"Noriaki Hiraki","2017-08-20 08:12:12",0.74162
864467,mt1064,"2017-08-20 13:03:21",0.72727
864467,mt1064,"2017-08-20 16:01:18",0.79904
861004,neg0000273,"2017-08-20 18:35:07",0.68421
863651,"Jardel Santos","2017-08-20 20:53:02",0.76555
863651,"Jardel Santos","2017-08-20 20:57:07",0.78468
863651,"Jardel Santos","2017-08-20 20:58:19",0.78947
838336,"Sean Shahkarami","2017-08-21 04:45:30",0.79425
